"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","HUR","TOT","PC_LF","A","2015",22.075,
"ESP","HUR","TOT","PC_LF","A","2016",19.65,
"ESP","HUR","TOT","PC_LF","A","2017",17.23333,
"ESP","HUR","TOT","PC_LF","A","2018",15.26667,
"SWE","HUR","TOT","PC_LF","A","2000",5.6,
"SWE","HUR","TOT","PC_LF","A","2001",5.825,
"SWE","HUR","TOT","PC_LF","A","2002",5.95,
"SWE","HUR","TOT","PC_LF","A","2003",6.566667,
"SWE","HUR","TOT","PC_LF","A","2004",7.375,
"SWE","HUR","TOT","PC_LF","A","2005",7.641667,
"SWE","HUR","TOT","PC_LF","A","2006",7.041667,
"SWE","HUR","TOT","PC_LF","A","2007",6.116667,
"SWE","HUR","TOT","PC_LF","A","2008",6.166667,
"SWE","HUR","TOT","PC_LF","A","2009",8.3,
"SWE","HUR","TOT","PC_LF","A","2010",8.575,
"SWE","HUR","TOT","PC_LF","A","2011",7.766667,
"SWE","HUR","TOT","PC_LF","A","2012",7.966667,
"SWE","HUR","TOT","PC_LF","A","2013",8,
"SWE","HUR","TOT","PC_LF","A","2014",7.933333,
"SWE","HUR","TOT","PC_LF","A","2015",7.4,
"SWE","HUR","TOT","PC_LF","A","2016",6.95,
"SWE","HUR","TOT","PC_LF","A","2017",6.683333,
"SWE","HUR","TOT","PC_LF","A","2018",6.325,
"CHE","HUR","TOT","PC_LF","A","2010",4.803483,
"CHE","HUR","TOT","PC_LF","A","2011",4.401403,
"CHE","HUR","TOT","PC_LF","A","2012",4.48394,
"CHE","HUR","TOT","PC_LF","A","2013",4.746688,
"CHE","HUR","TOT","PC_LF","A","2014",4.829303,
"CHE","HUR","TOT","PC_LF","A","2015",4.80018,
"CHE","HUR","TOT","PC_LF","A","2016",4.918711,
"CHE","HUR","TOT","PC_LF","A","2017",4.797114,
"CHE","HUR","TOT","PC_LF","A","2018",4.714227,
"TUR","HUR","TOT","PC_LF","A","2005",9.508333,
"TUR","HUR","TOT","PC_LF","A","2006",9.066667,
"TUR","HUR","TOT","PC_LF","A","2007",9.158334,
"TUR","HUR","TOT","PC_LF","A","2008",10.025,
"TUR","HUR","TOT","PC_LF","A","2009",13.04167,
"TUR","HUR","TOT","PC_LF","A","2010",11.15,
"TUR","HUR","TOT","PC_LF","A","2011",9.141666,
"TUR","HUR","TOT","PC_LF","A","2012",8.433333,
"TUR","HUR","TOT","PC_LF","A","2013",9.05,
"TUR","HUR","TOT","PC_LF","A","2014",9.958333,
"TUR","HUR","TOT","PC_LF","A","2015",10.30833,
"TUR","HUR","TOT","PC_LF","A","2016",10.90833,
"TUR","HUR","TOT","PC_LF","A","2017",10.925,
"TUR","HUR","TOT","PC_LF","A","2018",10.975,
"GBR","HUR","TOT","PC_LF","A","2000",5.366667,
"GBR","HUR","TOT","PC_LF","A","2001",5,
"GBR","HUR","TOT","PC_LF","A","2002",5.133333,
"GBR","HUR","TOT","PC_LF","A","2003",4.95,
"GBR","HUR","TOT","PC_LF","A","2004",4.7,
"GBR","HUR","TOT","PC_LF","A","2005",4.791667,
"GBR","HUR","TOT","PC_LF","A","2006",5.35,
"GBR","HUR","TOT","PC_LF","A","2007",5.275,
"GBR","HUR","TOT","PC_LF","A","2008",5.616667,
"GBR","HUR","TOT","PC_LF","A","2009",7.55,
"GBR","HUR","TOT","PC_LF","A","2010",7.808333,
"GBR","HUR","TOT","PC_LF","A","2011",8.058333,
"GBR","HUR","TOT","PC_LF","A","2012",7.925,
"GBR","HUR","TOT","PC_LF","A","2013",7.55,
"GBR","HUR","TOT","PC_LF","A","2014",6.141667,
"GBR","HUR","TOT","PC_LF","A","2015",5.325,
"GBR","HUR","TOT","PC_LF","A","2016",4.825,
"GBR","HUR","TOT","PC_LF","A","2017",4.35,
"GBR","HUR","TOT","PC_LF","A","2018",4.016667,
"USA","HUR","TOT","PC_LF","A","2000",3.991667,
"USA","HUR","TOT","PC_LF","A","2001",4.733333,
"USA","HUR","TOT","PC_LF","A","2002",5.775,
"USA","HUR","TOT","PC_LF","A","2003",5.991667,
"USA","HUR","TOT","PC_LF","A","2004",5.533333,
"USA","HUR","TOT","PC_LF","A","2005",5.066667,
"USA","HUR","TOT","PC_LF","A","2006",4.616667,
"USA","HUR","TOT","PC_LF","A","2007",4.616667,
"USA","HUR","TOT","PC_LF","A","2008",5.775,
"USA","HUR","TOT","PC_LF","A","2009",9.266666,
"USA","HUR","TOT","PC_LF","A","2010",9.616667,
"USA","HUR","TOT","PC_LF","A","2011",8.95,
"USA","HUR","TOT","PC_LF","A","2012",8.066667,
"USA","HUR","TOT","PC_LF","A","2013",7.375,
"USA","HUR","TOT","PC_LF","A","2014",6.166667,
"USA","HUR","TOT","PC_LF","A","2015",5.291667,
"USA","HUR","TOT","PC_LF","A","2016",4.866667,
"USA","HUR","TOT","PC_LF","A","2017",4.35,
"USA","HUR","TOT","PC_LF","A","2018",3.9,
"CHL","HUR","TOT","PC_LF","A","2000",9.6675,
"CHL","HUR","TOT","PC_LF","A","2001",9.8525,
"CHL","HUR","TOT","PC_LF","A","2002",9.805,
"CHL","HUR","TOT","PC_LF","A","2003",9.54,
"CHL","HUR","TOT","PC_LF","A","2004",10.0075,
"CHL","HUR","TOT","PC_LF","A","2005",9.235,
"CHL","HUR","TOT","PC_LF","A","2006",7.8,
"CHL","HUR","TOT","PC_LF","A","2007",7.13,
"CHL","HUR","TOT","PC_LF","A","2008",7.7925,
"CHL","HUR","TOT","PC_LF","A","2009",9.675,
"CHL","HUR","TOT","PC_LF","A","2010",8.15,
"CHL","HUR","TOT","PC_LF","A","2011",7.125,
"CHL","HUR","TOT","PC_LF","A","2012",6.545561,
"CHL","HUR","TOT","PC_LF","A","2013",6.08222,
"CHL","HUR","TOT","PC_LF","A","2014",6.495096,
"CHL","HUR","TOT","PC_LF","A","2015",6.328377,
"CHL","HUR","TOT","PC_LF","A","2016",6.684913,
"CHL","HUR","TOT","PC_LF","A","2017",6.965175,
"CHL","HUR","TOT","PC_LF","A","2018",7.376639,
"EST","HUR","TOT","PC_LF","A","2000",14.45833,
"EST","HUR","TOT","PC_LF","A","2001",13.04167,
"EST","HUR","TOT","PC_LF","A","2002",11.33333,
"EST","HUR","TOT","PC_LF","A","2003",10.35,
"EST","HUR","TOT","PC_LF","A","2004",10.08333,
"EST","HUR","TOT","PC_LF","A","2005",7.975,
"EST","HUR","TOT","PC_LF","A","2006",5.941667,
"EST","HUR","TOT","PC_LF","A","2007",4.6,
"EST","HUR","TOT","PC_LF","A","2008",5.516667,
"EST","HUR","TOT","PC_LF","A","2009",13.575,
"EST","HUR","TOT","PC_LF","A","2010",16.74167,
"EST","HUR","TOT","PC_LF","A","2011",12.425,
"EST","HUR","TOT","PC_LF","A","2012",9.991667,
"EST","HUR","TOT","PC_LF","A","2013",8.566667,
"EST","HUR","TOT","PC_LF","A","2014",7.383333,
"EST","HUR","TOT","PC_LF","A","2015",6.208333,
"EST","HUR","TOT","PC_LF","A","2016",6.766667,
"EST","HUR","TOT","PC_LF","A","2017",5.816667,
"EST","HUR","TOT","PC_LF","A","2018",5.375,
"ISR","HUR","TOT","PC_LF","A","2000",8.770606,
"ISR","HUR","TOT","PC_LF","A","2001",9.348134,
"ISR","HUR","TOT","PC_LF","A","2002",10.29844,
"ISR","HUR","TOT","PC_LF","A","2003",10.71266,
"ISR","HUR","TOT","PC_LF","A","2004",10.36771,
"ISR","HUR","TOT","PC_LF","A","2005",8.989903,
"ISR","HUR","TOT","PC_LF","A","2006",8.403837,
"ISR","HUR","TOT","PC_LF","A","2007",7.318558,
"ISR","HUR","TOT","PC_LF","A","2008",6.099141,
"ISR","HUR","TOT","PC_LF","A","2009",7.544086,
"ISR","HUR","TOT","PC_LF","A","2010",6.636595,
"ISR","HUR","TOT","PC_LF","A","2011",5.602376,"B"
"ISR","HUR","TOT","PC_LF","A","2012",6.85,
"ISR","HUR","TOT","PC_LF","A","2013",6.208333,
"ISR","HUR","TOT","PC_LF","A","2014",5.908333,
"ISR","HUR","TOT","PC_LF","A","2015",5.241667,
"ISR","HUR","TOT","PC_LF","A","2016",4.808333,
"ISR","HUR","TOT","PC_LF","A","2017",4.216667,
"ISR","HUR","TOT","PC_LF","A","2018",4,
"SVN","HUR","TOT","PC_LF","A","2000",6.741667,
"SVN","HUR","TOT","PC_LF","A","2001",6.191667,
"SVN","HUR","TOT","PC_LF","A","2002",6.341667,
"SVN","HUR","TOT","PC_LF","A","2003",6.7,
"SVN","HUR","TOT","PC_LF","A","2004",6.341667,
"SVN","HUR","TOT","PC_LF","A","2005",6.541667,
"SVN","HUR","TOT","PC_LF","A","2006",5.991667,
"SVN","HUR","TOT","PC_LF","A","2007",4.858333,
"SVN","HUR","TOT","PC_LF","A","2008",4.391667,
"SVN","HUR","TOT","PC_LF","A","2009",5.891667,
"SVN","HUR","TOT","PC_LF","A","2010",7.275,
"SVN","HUR","TOT","PC_LF","A","2011",8.208333,
"SVN","HUR","TOT","PC_LF","A","2012",8.891666,
"SVN","HUR","TOT","PC_LF","A","2013",10.15833,
"SVN","HUR","TOT","PC_LF","A","2014",9.741667,
"SVN","HUR","TOT","PC_LF","A","2015",9,
"SVN","HUR","TOT","PC_LF","A","2016",8.008333,
"SVN","HUR","TOT","PC_LF","A","2017",6.6,
"SVN","HUR","TOT","PC_LF","A","2018",5.125,
"EU28","HUR","TOT","PC_LF","A","2000",8.983334,
"EU28","HUR","TOT","PC_LF","A","2001",8.733334,
"EU28","HUR","TOT","PC_LF","A","2002",9.05,
"EU28","HUR","TOT","PC_LF","A","2003",9.166667,
"EU28","HUR","TOT","PC_LF","A","2004",9.258333,
"EU28","HUR","TOT","PC_LF","A","2005",9.008333,
"EU28","HUR","TOT","PC_LF","A","2006",8.233334,
"EU28","HUR","TOT","PC_LF","A","2007",7.183333,
"EU28","HUR","TOT","PC_LF","A","2008",7.05,
"EU28","HUR","TOT","PC_LF","A","2009",8.966666,
"EU28","HUR","TOT","PC_LF","A","2010",9.65,
"EU28","HUR","TOT","PC_LF","A","2011",9.666667,
"EU28","HUR","TOT","PC_LF","A","2012",10.49167,
"EU28","HUR","TOT","PC_LF","A","2013",10.89167,
"EU28","HUR","TOT","PC_LF","A","2014",10.24167,
"EU28","HUR","TOT","PC_LF","A","2015",9.425,
"EU28","HUR","TOT","PC_LF","A","2016",8.55,
"EU28","HUR","TOT","PC_LF","A","2017",7.641667,
"EU28","HUR","TOT","PC_LF","A","2018",6.833333,
"OECD","HUR","TOT","PC_LF","A","2001",6.67035,"E"
"OECD","HUR","TOT","PC_LF","A","2002",7.204412,"E"
"OECD","HUR","TOT","PC_LF","A","2003",7.305661,"E"
"OECD","HUR","TOT","PC_LF","A","2004",7.171365,"E"
"OECD","HUR","TOT","PC_LF","A","2005",6.823394,"E"
"OECD","HUR","TOT","PC_LF","A","2006",6.304141,"E"
"OECD","HUR","TOT","PC_LF","A","2007",5.809106,"E"
"OECD","HUR","TOT","PC_LF","A","2008",6.139705,"E"
"OECD","HUR","TOT","PC_LF","A","2009",8.295653,"E"
"OECD","HUR","TOT","PC_LF","A","2010",8.506323,"E"
"OECD","HUR","TOT","PC_LF","A","2011",8.093724,"E"
"OECD","HUR","TOT","PC_LF","A","2012",8.073206,"E"
"OECD","HUR","TOT","PC_LF","A","2013",7.986392,"E"
"OECD","HUR","TOT","PC_LF","A","2014",7.434278,"E"
"OECD","HUR","TOT","PC_LF","A","2015",6.866167,"E"
"OECD","HUR","TOT","PC_LF","A","2016",6.446984,"E"
"OECD","HUR","TOT","PC_LF","A","2017",5.920563,"E"
"OECD","HUR","TOT","PC_LF","A","2018",5.48072,"E"
"G-7","HUR","TOT","PC_LF","A","2000",5.691444,"E"
"G-7","HUR","TOT","PC_LF","A","2001",5.891988,"E"
"G-7","HUR","TOT","PC_LF","A","2002",6.478742,"E"
"G-7","HUR","TOT","PC_LF","A","2003",6.638962,"E"
"G-7","HUR","TOT","PC_LF","A","2004",6.389414,"E"
"G-7","HUR","TOT","PC_LF","A","2005",6.21151,"E"
"G-7","HUR","TOT","PC_LF","A","2006",5.80212,"E"
"G-7","HUR","TOT","PC_LF","A","2007",5.406451,"E"
"G-7","HUR","TOT","PC_LF","A","2008",5.8294,"E"
"G-7","HUR","TOT","PC_LF","A","2009",8.000223,"E"
"G-7","HUR","TOT","PC_LF","A","2010",8.146105,"E"
"G-7","HUR","TOT","PC_LF","A","2011",7.635075,"E"
"G-7","HUR","TOT","PC_LF","A","2012",7.360998,"E"
"G-7","HUR","TOT","PC_LF","A","2013",7.095573,"E"
"G-7","HUR","TOT","PC_LF","A","2014",6.383449,"E"
"G-7","HUR","TOT","PC_LF","A","2015",5.807446,"E"
"G-7","HUR","TOT","PC_LF","A","2016",5.452868,"E"
"G-7","HUR","TOT","PC_LF","A","2017",4.983456,"E"
"G-7","HUR","TOT","PC_LF","A","2018",4.546288,"E"
"EA19","HUR","TOT","PC_LF","A","2000",8.883333,
"EA19","HUR","TOT","PC_LF","A","2001",8.308333,
"EA19","HUR","TOT","PC_LF","A","2002",8.6,
"EA19","HUR","TOT","PC_LF","A","2003",9.066667,
"EA19","HUR","TOT","PC_LF","A","2004",9.266666,
"EA19","HUR","TOT","PC_LF","A","2005",9.116667,
"EA19","HUR","TOT","PC_LF","A","2006",8.408334,
"EA19","HUR","TOT","PC_LF","A","2007",7.508333,
"EA19","HUR","TOT","PC_LF","A","2008",7.583333,
"EA19","HUR","TOT","PC_LF","A","2009",9.641666,
"EA19","HUR","TOT","PC_LF","A","2010",10.225,
"EA19","HUR","TOT","PC_LF","A","2011",10.21667,
"EA19","HUR","TOT","PC_LF","A","2012",11.375,
"EA19","HUR","TOT","PC_LF","A","2013",12.04167,
"EA19","HUR","TOT","PC_LF","A","2014",11.61667,
"EA19","HUR","TOT","PC_LF","A","2015",10.85833,
"EA19","HUR","TOT","PC_LF","A","2016",10.025,
"EA19","HUR","TOT","PC_LF","A","2017",9.066667,
"EA19","HUR","TOT","PC_LF","A","2018",8.2,
"LVA","HUR","TOT","PC_LF","A","2000",14.34167,
"LVA","HUR","TOT","PC_LF","A","2001",13.48333,
"LVA","HUR","TOT","PC_LF","A","2002",12.49167,
"LVA","HUR","TOT","PC_LF","A","2003",11.64167,
"LVA","HUR","TOT","PC_LF","A","2004",11.75,
"LVA","HUR","TOT","PC_LF","A","2005",10.05,
"LVA","HUR","TOT","PC_LF","A","2006",7.041667,
"LVA","HUR","TOT","PC_LF","A","2007",6.058333,
"LVA","HUR","TOT","PC_LF","A","2008",7.741667,
"LVA","HUR","TOT","PC_LF","A","2009",17.56667,
"LVA","HUR","TOT","PC_LF","A","2010",19.475,
"LVA","HUR","TOT","PC_LF","A","2011",16.21667,
"LVA","HUR","TOT","PC_LF","A","2012",15.04167,
"LVA","HUR","TOT","PC_LF","A","2013",11.875,
"LVA","HUR","TOT","PC_LF","A","2014",10.85,
"LVA","HUR","TOT","PC_LF","A","2015",9.883333,
"LVA","HUR","TOT","PC_LF","A","2016",9.633333,
"LVA","HUR","TOT","PC_LF","A","2017",8.708333,
"LVA","HUR","TOT","PC_LF","A","2018",7.4,
"LTU","HUR","TOT","PC_LF","A","2000",16.44167,
"LTU","HUR","TOT","PC_LF","A","2001",17.41667,
"LTU","HUR","TOT","PC_LF","A","2002",13.775,
"LTU","HUR","TOT","PC_LF","A","2003",12.43333,
"LTU","HUR","TOT","PC_LF","A","2004",10.89167,
"LTU","HUR","TOT","PC_LF","A","2005",8.316667,
"LTU","HUR","TOT","PC_LF","A","2006",5.791667,
"LTU","HUR","TOT","PC_LF","A","2007",4.258333,
"LTU","HUR","TOT","PC_LF","A","2008",5.825,
"LTU","HUR","TOT","PC_LF","A","2009",13.8,
"LTU","HUR","TOT","PC_LF","A","2010",17.84167,
"LTU","HUR","TOT","PC_LF","A","2011",15.39167,
"LTU","HUR","TOT","PC_LF","A","2012",13.40833,
"LTU","HUR","TOT","PC_LF","A","2013",11.8,
"LTU","HUR","TOT","PC_LF","A","2014",10.725,
"LTU","HUR","TOT","PC_LF","A","2015",9.133333,
"LTU","HUR","TOT","PC_LF","A","2016",7.9,
"LTU","HUR","TOT","PC_LF","A","2017",7.116667,
"LTU","HUR","TOT","PC_LF","A","2018",6.183333,
"COL","HUR","TOT","PC_LF","A","2007",11.2225,
"COL","HUR","TOT","PC_LF","A","2008",11.2775,
"COL","HUR","TOT","PC_LF","A","2009",12.08,
"COL","HUR","TOT","PC_LF","A","2010",11.84167,
"COL","HUR","TOT","PC_LF","A","2011",10.895,
"COL","HUR","TOT","PC_LF","A","2012",10.43417,
"COL","HUR","TOT","PC_LF","A","2013",9.705833,
"COL","HUR","TOT","PC_LF","A","2014",9.166667,
"COL","HUR","TOT","PC_LF","A","2015",8.960834,
"COL","HUR","TOT","PC_LF","A","2016",9.274167,
"COL","HUR","TOT","PC_LF","A","2017",9.425834,
"COL","HUR","TOT","PC_LF","A","2018",9.719167,
"EU27_2020","HUR","TOT","PC_LF","A","2000",8.983334,
"EU27_2020","HUR","TOT","PC_LF","A","2001",8.733334,
"EU27_2020","HUR","TOT","PC_LF","A","2002",9.05,
"EU27_2020","HUR","TOT","PC_LF","A","2003",9.791667,
"EU27_2020","HUR","TOT","PC_LF","A","2004",9.933333,
"EU27_2020","HUR","TOT","PC_LF","A","2005",9.666667,
"EU27_2020","HUR","TOT","PC_LF","A","2006",8.691667,
"EU27_2020","HUR","TOT","PC_LF","A","2007",7.508333,
"EU27_2020","HUR","TOT","PC_LF","A","2008",7.258333,
"EU27_2020","HUR","TOT","PC_LF","A","2009",9.191667,
"EU27_2020","HUR","TOT","PC_LF","A","2010",9.908334,
"EU27_2020","HUR","TOT","PC_LF","A","2011",9.925,
"EU27_2020","HUR","TOT","PC_LF","A","2012",10.88333,
"EU27_2020","HUR","TOT","PC_LF","A","2013",11.4,
"EU27_2020","HUR","TOT","PC_LF","A","2014",10.88333,
"EU27_2020","HUR","TOT","PC_LF","A","2015",10.06667,
"EU27_2020","HUR","TOT","PC_LF","A","2016",9.125,
"EU27_2020","HUR","TOT","PC_LF","A","2017",8.15,
"EU27_2020","HUR","TOT","PC_LF","A","2018",7.283333,
